App_Name,Review,Platforms,Link,Age_Rating,Date_Published
Shapemix,4,iPad,https://www.commonsensemedia.org/app-reviews/shapemix,13,2011-08-12
Bumperrific,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/bumperrific,13,2011-08-12
Save Our Sheep HD,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/save-our-sheep-hd,11,2011-07-27
Star Trek PADD,4,iPad,https://www.commonsensemedia.org/app-reviews/star-trek-padd,10,2011-07-27
Louisville Slugger Homerun Challenge,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/louisville-slugger-homerun-challenge,8,2011-07-27
Songify,5,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/songify,13,2011-07-27
Mooniacs,4,Android,https://www.commonsensemedia.org/app-reviews/mooniacs,6,2011-07-27
Comic Life,3,iPad,https://www.commonsensemedia.org/app-reviews/comic-life,8,2011-07-22
Trenches: Generals,2,iPad,https://www.commonsensemedia.org/app-reviews/trenches-generals,13,2011-08-02
War Grimoire HD,3,iPad,https://www.commonsensemedia.org/app-reviews/war-grimoire-hd,12,2011-08-02
Stickman BMX,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/stickman-bmx,10,2011-08-02
Continuity 2: The Continuation,5,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/continuity-2-the-continuation,8,2011-08-02
Paddle Battle,4,iPad,https://www.commonsensemedia.org/app-reviews/paddle-battle,7,2011-08-01
Chop Chop Hockey,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/chop-chop-hockey,8,2011-08-08
Gesundheit! HD,4,iPad,https://www.commonsensemedia.org/app-reviews/gesundheit-hd,9,2011-08-08
Unpleasant Horse,2,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/unpleasant-horse,17,2011-08-08
Cordy,4,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/cordy,8,2011-08-08
Roboto,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/roboto,9,2011-08-05
Sid Meier's Pirates! for iPad,5,iPad,https://www.commonsensemedia.org/app-reviews/sid-meiers-pirates-for-ipad,13,2011-08-12
Dream Track Nation,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/dream-track-nation,6,2011-08-12
Quiz Climber,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/quiz-climber,16,2011-08-12
The Berenstain Bears' Bedtime Battle,3,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/the-berenstain-bears-bedtime-battle,3,2011-08-11
Kickin Momma,5,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/kickin-momma,8,2011-08-11
Princess Baby,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/princess-baby,3,2011-07-15
Hungry Chicks,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/hungry-chicks,6,2011-07-26
Cars 2 World Grand Prix Read and Race,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/cars-2-world-grand-prix-read-and-race,5,2011-07-26
Finger Shoes HD,4,iPad,https://www.commonsensemedia.org/app-reviews/finger-shoes-hd,5,2011-07-26
Fun Math Tricks,4,"Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/fun-math-tricks,12,2011-07-26
Kid Touch,2,Android,https://www.commonsensemedia.org/app-reviews/kid-touch,4,2011-07-21
Skrappy - Scrapbook & Photo Album for Digital Scrapbooking,4,iPad,https://www.commonsensemedia.org/app-reviews/skrappy-scrapbook-photo-album-for-digital-scrapbooking,12,2011-07-21
This Too Shall Pass,4,iPad,https://www.commonsensemedia.org/app-reviews/this-too-shall-pass,8,2011-07-20
Pocket Dinosaurs,4,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/pocket-dinosaurs,4,2011-08-01
Whack Zombies,2,Android,https://www.commonsensemedia.org/app-reviews/whack-zombies,12,2011-08-01
Refraction,4,Android,https://www.commonsensemedia.org/app-reviews/refraction,9,2011-08-01
Firefly Hero,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/firefly-hero,7,2011-08-01
License Plate Travel Game,5,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/license-plate-travel-game,7,2011-08-01
Presidents By the Number,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/presidents-by-the-number,8,2011-08-04
Baby Monkey (Going Backwards on a Pig),3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/baby-monkey-going-backwards-on-a-pig,6,2011-08-11
Kids and Home,4,iPad,https://www.commonsensemedia.org/app-reviews/kids-and-home,7,2011-08-11
Storyrobe,2,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/storyrobe,13,2011-08-10
Create a Monster HD,5,iPad,https://www.commonsensemedia.org/app-reviews/create-a-monster-hd,4,2011-07-15
Strip Designer,5,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/strip-designer,8,2011-07-15
Pete and the Secret of Flying,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/pete-and-the-secret-of-flying,3,2011-07-13
Britannica Kids: Ancient Egypt,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/britannica-kids-ancient-egypt,9,2011-07-13
Britannica Kids: Volcanoes,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/britannica-kids-volcanoes,8,2011-07-12
Spelling Bee,3,"Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/spelling-bee,8,2011-07-26
Transformers Dark of the Moon Mix & Match Book,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/transformers-dark-of-the-moon-mix-match-book,8,2011-07-25
Dress Up Fairy Tale Game - Learn Colors 6 in 1 - Princess - King - 3 Bears - Goldilocks - Warriors & Elves   Games HD,2,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/dress-up-fairy-tale-game-learn-colors-6-in-1-princess-king-3-bears-goldilocks-warriors,4,2011-07-25
Wizard of Oz 3D The Experience,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/wizard-of-oz-3d-the-experience,10,2011-07-25
Pet My Dinosaur,2,Android,https://www.commonsensemedia.org/app-reviews/pet-my-dinosaur,6,2011-07-25
iStunt 2 - Snowboard,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/istunt-2-snowboard,13,2011-07-06
Song for Miles,3,"iPhone, iPad",https://www.commonsensemedia.org/app-reviews/song-for-miles,5,2011-07-20
MONOPOLY HERE & NOW: The World Edition for iPad,4,iPad,https://www.commonsensemedia.org/app-reviews/monopoly-here-now-the-world-edition-for-ipad,8,2011-07-20
iDiary for Kids,5,iPad,https://www.commonsensemedia.org/app-reviews/idiary-for-kids,7,2011-07-20
Tower Defense: Lost Earth,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/tower-defense-lost-earth,12,2011-07-19
Pocket RPG,3,iPad,https://www.commonsensemedia.org/app-reviews/pocket-rpg,13,2011-07-29
Reckless Getaway,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/reckless-getaway,14,2011-07-29
Dungeon Scroll,4,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/dungeon-scroll,10,2011-07-29
Zentomino,5,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/zentomino,10,2011-07-29
Chop Chop Ninja,5,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/chop-chop-ninja,10,2011-07-12
Britannica Kids: Aztec Empire,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/britannica-kids-aztec-empire,8,2011-07-12
Revolutionary War,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/revolutionary-war,7,2011-07-11
Puzzle Agent 2 HD,4,iPad,https://www.commonsensemedia.org/app-reviews/puzzle-agent-2-hd,11,2011-07-11
Animal Phone,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/animal-phone,3,2011-07-25
Harry Potter Film Wizardry,5,iPad,https://www.commonsensemedia.org/app-reviews/harry-potter-film-wizardry,11,2011-07-25
Britannica Kids: Ancient Rome,5,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/britannica-kids-ancient-rome,8,2011-07-25
Edsel McFarlan's New Car - Auracle,4,iPad,https://www.commonsensemedia.org/app-reviews/edsel-mcfarlans-new-car-auracle,4,2011-07-22
Grimm's Red Riding Hood ~ 3D Interactive Pop-up Book,5,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/grimms-red-riding-hood-3d-interactive-pop-up-book,5,2011-07-22
Project Noah,4,"Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/project-noah,10,2011-07-06
Sonic & SEGA All-Stars Racing,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/sonic-sega-all-stars-racing,10,2011-07-06
Disney Comics,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/disney-comics,7,2011-07-06
Avadon: The Black Fortress HD,5,iPad,https://www.commonsensemedia.org/app-reviews/avadon-the-black-fortress-hd,13,2011-07-05
Kona's Crate,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/konas-crate,7,2011-07-05
Singing Fingers HD,4,iPad,https://www.commonsensemedia.org/app-reviews/singing-fingers-hd,4,2011-07-05
Leafsnap,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/leafsnap,8,2011-06-30
World of Harry Potter Trivia,2,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/world-of-harry-potter-trivia,8,2011-07-19
FitFu: Fun Social Exercise,4,"iPhone, iPod Touch",https://www.commonsensemedia.org/app-reviews/fitfu-fun-social-exercise,13,2011-07-19
Kids Numbers and Math,4,"Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/kids-numbers-and-math,6,2011-07-19
Build A Car,1,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/build-a-car,5,2011-07-18
Britannica Kids: Dinosaurs,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/britannica-kids-dinosaurs,8,2011-07-18
Sissy's Magical Ponycorn Adventure,3,iPad,https://www.commonsensemedia.org/app-reviews/sissys-magical-ponycorn-adventure,3,2011-07-28
Mahjong Adventures,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/mahjong-adventures,5,2011-07-11
Comics4Kids,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/comics4kids,10,2011-07-11
Princess Arabella Wants to Play,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/princess-arabella-wants-to-play,4,2011-07-09
State Hunt,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/state-hunt,7,2011-07-05
PewPew 2,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/pewpew-2,9,2011-07-05
This Is My Story (And I'm Sticking To It),4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/this-is-my-story-and-im-sticking-to-it,4,2011-06-30
Mighty Fin,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/mighty-fin,8,2011-06-29
Hidden Objects Crosswords,3,iPad,https://www.commonsensemedia.org/app-reviews/hidden-objects-crosswords,10,2011-06-29
Sand Castle Maker,2,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/sand-castle-maker,6,2011-07-18
Olivia Acts Out,3,iPad,https://www.commonsensemedia.org/app-reviews/olivia-acts-out,4,2011-07-18
Swords and Soldiers,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/swords-and-soldiers,11,2011-07-18
Blobster,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/blobster,7,2011-07-18
Demolition Dash HD,4,iPad,https://www.commonsensemedia.org/app-reviews/demolition-dash-hd,10,2011-06-21
Monster Soup,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/monster-soup,5,2011-07-08
Grammar Games,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/grammar-games,8,2011-07-08
Sudoku OneTouch,5,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/sudoku-onetouch,8,2011-07-08
Treasure Kai and the Lost Gold of Shark Island - Interactive Book App for Kids,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/treasure-kai-and-the-lost-gold-of-shark-island-interactive-book-app-for-kids,4,2011-07-06
Snugly ABC Flip Flap - Children's Book,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/snugly-abc-flip-flap-childrens-book,2,2011-07-05
Zany ABC Flip Flap - Children's Book,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/zany-abc-flip-flap-childrens-book,2,2011-07-05
Loopt,2,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/loopt,18,2011-07-05
Animal Planet: Trivia Challenge,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/animal-planet-trivia-challenge,8,2011-07-05
Journey Into the Deep,4,iPad,https://www.commonsensemedia.org/app-reviews/journey-into-the-deep,8,2011-07-05
Find Them All: Looking for Animals,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/find-them-all-looking-for-animals,3,2011-07-03
Musical Me - by Duck Duck Moose,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/musical-me-by-duck-duck-moose,3,2011-06-14
Balcassa,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/balcassa,10,2011-06-29
Dinosaur Zoo,4,iPad,https://www.commonsensemedia.org/app-reviews/dinosaur-zoo,9,2011-06-29
Pudding Panic,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/pudding-panic,12,2011-06-28
Spellsquares: Cursed Moon,4,iPad,https://www.commonsensemedia.org/app-reviews/spellsquares-cursed-moon,11,2011-06-28
Feevo HD,4,iPad,https://www.commonsensemedia.org/app-reviews/feevo-hd,8,2011-06-28
Video Time Machine,5,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/video-time-machine,16,2011-07-18
Captain America: Sentinel of Liberty,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/captain-america-sentinel-of-liberty,10,2011-07-18
Britannica Kids: Solar System,5,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/britannica-kids-solar-system,8,2011-07-18
Jump and Fly,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/jump-and-fly,5,2011-06-21
World Book's World of Animals,5,iPad,https://www.commonsensemedia.org/app-reviews/world-books-world-of-animals,7,2011-06-21
Pocket God: Journey to Uranus,2,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/pocket-god-journey-to-uranus,14,2011-06-20
Bumpy Road,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/bumpy-road,4,2011-06-20
Flux Family Secrets: The Ripple Effect HD,4,iPad,https://www.commonsensemedia.org/app-reviews/flux-family-secrets-the-ripple-effect-hd,12,2011-06-20
Al Yankovic: When I Grow Up,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/al-yankovic-when-i-grow-up,5,2011-07-06
Blue Hat Green Hat - Boynton,5,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/blue-hat-green-hat-boynton,3,2011-07-06
Piictu,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/piictu,16,2011-07-06
Dora Saves the Crystal Kingdom - Rainbow Ride,2,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/dora-saves-the-crystal-kingdom-rainbow-ride,3,2011-07-01
DigitZ,5,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/digitz,7,2011-07-01
KidgitZ - It adds up to fun!,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/kidgitz-it-adds-up-to-fun,6,2011-07-01
Bug Heroes,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/bug-heroes,13,2011-06-06
Candy Train,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/candy-train,6,2011-06-14
Order & Chaos Online,4,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/order-chaos-online,14,2011-06-13
Once Upon a Potty: Boy,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/once-upon-a-potty-boy,2,2011-06-13
X-Men,4,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/x-men,10,2011-06-13
Cars 2 Storybook Deluxe,4,iPad,https://www.commonsensemedia.org/app-reviews/cars-2-storybook-deluxe,5,2011-06-27
Cars 2,2,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/cars-2,6,2011-06-27
dream:scape,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/dreamscape,11,2011-06-24
The Fantastic Flying Books of Mr. Morris Lessmore,5,iPad,https://www.commonsensemedia.org/app-reviews/the-fantastic-flying-books-of-mr-morris-lessmore,6,2011-06-24
Globs,4,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/globs,6,2011-06-24
NSF Science Zone,5,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/nsf-science-zone,8,2011-06-24
Hanging With Friends,4,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/hanging-with-friends,14,2011-06-20
Polar Puzzles HD,3,iPad,https://www.commonsensemedia.org/app-reviews/polar-puzzles-hd,7,2011-06-17
Let's Jump!,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/lets-jump,8,2011-06-17
1000 Heroz,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/1000-heroz,8,2011-06-17
Epic War TD - iPad Edition,4,iPad,https://www.commonsensemedia.org/app-reviews/epic-war-td-ipad-edition,14,2011-06-30
Call of Mini: Zombies,2,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/call-of-mini-zombies,16,2011-06-30
Toddler World,3,Android,https://www.commonsensemedia.org/app-reviews/toddler-world,3,2011-05-31
Mini Touch Golf,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/mini-touch-golf,7,2011-06-06
Amazon: Hidden Expedition,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/amazon-hidden-expedition,10,2011-06-03
TapQuiz Maps World Edition,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/tapquiz-maps-world-edition,8,2011-06-03
Draw Jump,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/draw-jump,6,2011-06-03
Line Surfer,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/line-surfer,5,2011-06-03
Britannica Kids: Snakes,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/britannica-kids-snakes,8,2011-06-03
Wordfeud,4,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/wordfeud,14,2011-06-13
SkyView - Explore the Universe,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/skyview-explore-the-universe,9,2011-06-13
Kids ABC Phonics,5,"Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/kids-abc-phonics,3,2011-06-13
Kids Learn to Read,4,"Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/kids-learn-to-read,4,2011-06-13
Crayola ColorStudio HD,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/crayola-colorstudio-hd,5,2011-06-23
DinerTown Zoo,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/dinertown-zoo,8,2011-06-22
Lingo HD,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/lingo-hd,10,2011-06-22
Juno Jr's The Day The Music Stopped,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/juno-jrs-the-day-the-music-stopped,4,2011-06-22
Dress Up Rush HD,3,iPad,https://www.commonsensemedia.org/app-reviews/dress-up-rush-hd,10,2011-06-21
Angelina Ballerina's New Ballet Teacher,5,iPad,https://www.commonsensemedia.org/app-reviews/angelina-ballerinas-new-ballet-teacher,4,2011-06-16
Chuck and Friends: Friends for the Long Haul,3,iPad,https://www.commonsensemedia.org/app-reviews/chuck-and-friends-friends-for-the-long-haul,4,2011-06-16
Tinker Bell and the Great Fairy Rescue - A Magical Adventure,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/tinker-bell-and-the-great-fairy-rescue-a-magical-adventure,4,2011-06-16
Battlefield: Bad Company 2,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/battlefield-bad-company-2,14,2011-06-15
Dungeon Raid,5,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/dungeon-raid,10,2011-06-14
Reflekt,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/reflekt,8,2011-05-18
Catch the Candy,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/catch-the-candy,8,2011-05-31
Georific,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/georific,14,2011-05-31
Mabel & Lulu: The Real Life Adventures- An Interactive Book for Kids (iPad Version),2,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/mabel-lulu-the-real-life-adventures-an-interactive-book-for-kids-ipad-version,5,2011-05-28
Thor,2,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/thor,7,2011-05-27
Ticket to Ride,3,iPad,https://www.commonsensemedia.org/app-reviews/ticket-to-ride,13,2011-06-03
The Heist,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/the-heist,10,2011-06-03
AlphaTots,5,"iPhone, iPod Touch, iPad, Android, Kindle Fire, Nook HD",https://www.commonsensemedia.org/app-reviews/alphatots,3,2011-06-03
Left Brain Right Brain,1,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/left-brain-right-brain,9,2011-06-02
Aesop in Rhyme: Hare and Tortoise - Auryn,3,iPad,https://www.commonsensemedia.org/app-reviews/aesop-in-rhyme-hare-and-tortoise-auryn,4,2011-06-01
Celeste SE,5,Android,https://www.commonsensemedia.org/app-reviews/celeste-se,7,2011-06-13
WhyKids Poo,4,"iPhone, iPad, Android",https://www.commonsensemedia.org/app-reviews/whykids-poo,4,2011-06-13
Feed Me Oil,4,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/feed-me-oil,10,2011-06-13
IntelliVocab for SAT,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/intellivocab-for-sat,12,2011-06-10
PBS KIDS Video,4,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/pbs-kids-video,3,2011-06-10
To-Fu: The Trials of Chi HD,3,iPad,https://www.commonsensemedia.org/app-reviews/to-fu-the-trials-of-chi-hd,7,2011-06-14
Pinch 2 HD,5,iPad,https://www.commonsensemedia.org/app-reviews/pinch-2-hd,8,2011-06-14
Disney Fairies Fly,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/disney-fairies-fly,6,2011-06-14
Backgammon Beautiful,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/backgammon-beautiful,7,2011-06-14
7 Little Words,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/7-little-words,13,2011-06-14
NASA,5,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/nasa,7,2011-05-18
Zombies Ala Mode,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/zombies-ala-mode,8,2011-05-18
GeoSpin HD,4,iPad,https://www.commonsensemedia.org/app-reviews/geospin-hd,8,2011-05-18
Imprimatura,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/imprimatura,14,2011-05-17
Burn it All - Journey to the Sun,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/burn-it-all-journey-to-the-sun,8,2011-05-16
Carnival Tycoon HD,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/carnival-tycoon-hd,6,2011-05-16
Neon Mania,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/neon-mania,8,2011-05-11
Spot the Dot,4,iPad,https://www.commonsensemedia.org/app-reviews/spot-the-dot,4,2011-05-27
Chess With Friends,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/chess-with-friends,14,2011-05-27
Ansel and Clair's Adventures in Africa,5,iPad,https://www.commonsensemedia.org/app-reviews/ansel-and-clairs-adventures-in-africa,5,2011-05-26
Mathigo,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/mathigo,7,2011-05-25
Foodies,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/foodies,8,2011-06-01
Spoing,4,iPad,https://www.commonsensemedia.org/app-reviews/spoing,8,2011-06-01
Lola's Flag Adventure,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/lolas-flag-adventure,5,2011-06-01
Rimelands: Hammer of Thor,5,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/rimelands-hammer-of-thor,13,2011-05-31
Go Car Go,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/go-car-go,10,2011-06-10
3D Mini Golf Challenge,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/3d-mini-golf-challenge,7,2011-06-07
KG Dogfighting,1,Android,https://www.commonsensemedia.org/app-reviews/kg-dogfighting,18,2011-05-06
Math Easy HD,4,iPad,https://www.commonsensemedia.org/app-reviews/math-easy-hd,4,2011-05-16
Robot Tycoon,3,iPad,https://www.commonsensemedia.org/app-reviews/robot-tycoon,8,2011-05-16
RoboSockets: Link Me Up,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/robosockets-link-me-up,7,2011-05-16
TallyTots,4,"iPhone, iPod Touch, iPad, Android, Kindle Fire, Nook HD",https://www.commonsensemedia.org/app-reviews/tallytots,3,2011-05-16
Animals ! Life sciences educational games for kids in Preschool and Kindergarten by i Learn With,4,"iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/animals-life-sciences-educational-games-for-kids-in-preschool-and-kindergarten-by-i,3,2011-05-16
